Country,Subnational region,Module,Indicator,Configuration,2015
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male+Female,0.040890355
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male+Female,0.044913318
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male+Female,0.049342751
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male+Female,0.054199966
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male+Female,0.059500878
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male+Female,0.065286965
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male+Female,0.071667411
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male+Female,0.078786285
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male+Female,0.086745751
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male+Female,0.095623788
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male+Female,0.289244853
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Male,0.052917515
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Male,0.028460725
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Male,0.011852064
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Male,0.008239967
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Male,0.00628171
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Male,0.004997159
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Male,0.004211336
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Male,0.003669594
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Male,0.003230576
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Male,0.002838496
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Male,0.002469746
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Male,0.002192009
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Male,0.002051877
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Male,0.002048112
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Male,0.002177511
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Male,0.002793388
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Male,0.002747361
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Male,0.002944286
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Male,0.003207036
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male,0.003522718
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male,0.003884592
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male,0.004229937
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male,0.004492768
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male,0.004662009
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male,0.004748121
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male,0.00480403
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male,0.004929624
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male,0.005060364
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male,0.005206661
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male,0.005366905
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male,0.005538419
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male,0.005714198
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male,0.005887481
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male,0.006061718
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male,0.006236759
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male,0.006448436
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male,0.006730913
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male,0.007009874
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male,0.007284242
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male,0.007562321
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male,0.007861062
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male,0.00815304
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male,0.008435068
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male,0.008683659
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male,0.008898835
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male,0.009331378
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male,0.009641924
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male,0.009935815
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male,0.01028648
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male,0.010750685
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male,0.011339085
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male,0.012019418
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male,0.012708128
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male,0.013368463
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male,0.013977536
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male,0.014556105
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male,0.015203735
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male,0.016019053
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male,0.01705622
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male,0.018335711
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male,0.019843632
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male,0.021531764
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male,0.023336053
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male,0.025259602
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male,0.027311878
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male,0.029528726
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male,0.031980978
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male,0.034731435
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male,0.037814975
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male,0.041247948
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male,0.045044857
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male,0.049242272
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male,0.053888622
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male,0.059022009
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male,0.064682846
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male,0.070901706
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male,0.077747872
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male,0.085295292
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male,0.093627445
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male,0.102792759
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male,0.30234533
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Female,0.045138765
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Female,0.023545048
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Female,0.010870205
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Female,0.007346423
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Female,0.00551153
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Female,0.004309716
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Female,0.003570069
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Female,0.003080965
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Female,0.002718545
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Female,0.002421572
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Female,0.002159675
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Female,0.001969159
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Female,0.001871597
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Female,0.001863019
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Female,0.001936691
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Female,0.002402346
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Female,0.002303874
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Female,0.002421008
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Female,0.002587288
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Female,0.002773697
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Female,0.002973378
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Female,0.003191832
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Female,0.003409834
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Female,0.003611379
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Female,0.003809214
AFRE,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Female,0.004039586
